time_s,height_cm,truth_height_cm,logged_vz,truth_vz,replay_z,replay_vz
5.940381,20.970000,21.095743,6.560000,8.587365,20.938539,6.077345
5.960381,21.340000,21.269962,7.860000,8.601131,21.130429,6.649604
5.980386,21.310000,21.440577,7.280000,8.775707,21.265637,6.642701
6.000385,21.690000,21.609163,8.180000,8.617235,21.471368,7.186985
6.020386,21.690000,21.775974,7.630000,8.592735,21.624693,7.199331
6.040387,22.000000,21.946079,8.220000,8.194194,21.824014,7.581127
6.060389,22.020000,22.098799,7.700000,8.198782,21.977334,7.524089
6.080389,22.440000,22.262063,8.810000,7.723327,22.206801,8.088735
6.100392,22.340000,22.411984,7.870000,7.515936,22.349213,7.847531
6.120392,22.730000,22.558581,8.660000,6.987176,22.561310,8.217101
6.140394,22.610000,22.690004,7.460000,6.781220,22.684153,7.805553
6.160395,23.000000,22.823168,8.100000,6.186272,22.880616,8.062841
6.180398,22.980000,22.941776,7.360000,5.928699,23.018800,7.794910
6.200393,22.980000,23.071198,7.220000,5.471680,23.117423,7.286470
6.220397,23.190000,23.173222,6.690000,5.191509,23.244345,7.119228
6.240397,23.200000,23.289602,6.640000,4.921176,23.337071,6.726604
6.260403,23.430000,23.385472,6.360000,4.834534,23.465180,6.698614
6.280398,23.430000,23.493910,6.340000,4.681440,23.556237,6.379255
6.300403,23.610000,23.577154,5.990000,4.528962,23.669335,6.296431
6.320400,23.600000,23.674147,5.900000,4.459187,23.746261,5.924940
6.340408,23.750000,23.745219,5.350000,4.326295,23.840170,5.751567
6.360404,23.740000,23.837059,5.190000,4.095936,23.902360,5.345012
6.380409,23.930000,23.899158,4.820000,3.884184,23.996242,5.267808
6.400404,23.930000,23.976753,4.700000,3.506657,24.061516,4.961606
6.420411,24.130000,24.026120,4.620000,3.203338,24.160936,4.977713
6.440409,24.140000,24.093490,4.550000,2.757368,24.233655,4.773360
6.460413,24.150000,24.137258,3.990000,2.176416,24.286163,4.456062
6.480415,24.340000,24.184011,4.520000,2.024160,24.373714,4.482401
6.500416,24.230000,24.217642,3.560000,1.561255,24.404617,4.051207
