HEIGHT_LOG_BEGIN,count=400,fs=50
seq,time_us,tof_cm,height_cm,ekf_z_cm,ekf_vz_cm_s,acc_raw_cm_s2,acc_corrected_cm_s2,acc_lpf_cm_s2,acc_ekf_cm_s2,tof_diff_cm_s,innov_cm,throttle,target_vz_cm_s,tof_used,armed,final_height_cm,profile_height_cm,profile_vz_cm_s,position_correction_cm_s,profile_accel_cm_s2
0,84523628,7.3,7.27,7.27,0.00,-0.1,0.4,0.0,0.0,0.36,0.00,0.99,0.00,0,1,70.00,7.27,0.00,0.00,0.0
1,84543636,7.3,7.27,7.27,0.00,-0.9,-0.3,0.0,0.0,0.29,0.00,2.00,0.00,0,1,70.00,7.25,0.00,0.00,0.0
2,84563640,7.3,7.27,7.27,0.00,0.2,0.8,0.0,0.0,0.23,0.00,3.00,0.00,1,1,70.00,7.27,0.00,0.00,0.0
3,84583636,7.3,7.27,7.27,0.00,-13.0,-12.4,0.0,0.0,0.19,0.00,4.00,0.00,1,1,70.00,7.26,0.00,0.00,0.0
4,84603642,7.3,7.27,7.27,0.23,-0.3,0.2,0.0,0.0,0.15,0.00,5.00,0.00,1,1,70.00,7.27,0.00,0.00,0.0
5,84623644,7.1,7.07,7.22,-0.46,8.6,9.2,0.0,0.0,-1.87,-0.19,6.00,0.00,1,1,70.00,7.22,0.00,0.00,0.0
6,84643643,7.3,7.27,7.23,0.32,-2.2,-1.6,0.0,0.0,0.51,0.05,7.00,0.00,1,1,70.00,7.23,0.00,0.00,0.0
7,84663646,7.1,7.07,7.20,-0.33,0.9,1.5,0.0,0.0,-1.58,-0.15,8.00,0.00,1,1,70.00,7.20,0.00,0.00,0.0
8,84683647,7.3,7.27,7.21,0.29,4.1,4.7,0.0,0.0,0.73,0.06,9.00,0.00,1,1,70.00,7.21,0.00,0.00,0.0
9,84703647,7.1,7.07,7.20,-0.27,-8.4,-7.8,0.0,0.0,-1.41,-0.14,10.00,0.00,1,1,70.00,7.20,0.00,0.00,0.0
10,84723649,7.3,7.27,7.21,0.25,-16.8,-16.3,0.0,0.0,0.85,0.07,11.00,0.00,1,1,70.00,7.21,0.00,0.00,0.0
11,84743649,7.1,7.07,7.19,-0.24,19.9,20.5,0.0,0.0,-1.31,-0.13,12.00,0.00,1,1,70.00,7.19,0.00,0.00,0.0
12,84763652,7.3,7.27,7.20,0.22,-4.4,-3.8,0.0,0.0,0.96,0.08,13.00,0.00,1,1,70.00,7.20,0.00,0.00,0.0
13,84783652,7.1,7.07,7.19,-0.21,-28.8,-28.2,0.0,0.0,-1.22,-0.12,14.00,0.00,1,1,70.00,7.19,0.00,0.00,0.0
14,84803653,7.3,7.28,7.20,0.20,7.5,8.1,0.0,0.0,1.04,0.08,15.00,0.00,1,1,70.00,7.20,0.00,0.00,0.0
15,84823658,7.1,7.07,7.19,-0.19,-3.0,-2.4,0.0,0.0,-1.19,-0.12,16.00,0.00,1,1,70.00,7.19,0.00,0.00,0.0
16,84843657,7.3,7.27,7.19,0.17,5.9,6.5,0.0,0.0,1.01,0.08,17.00,0.00,1,1,70.00,7.19,0.00,0.00,0.0
17,84863658,7.1,7.07,7.19,-0.17,-1.0,-0.4,0.0,0.0,-1.17,-0.12,18.00,0.00,1,1,70.00,7.19,0.00,0.00,0.0
18,84883659,7.3,7.27,7.19,0.16,-8.8,-8.2,0.0,0.0,1.08,0.08,19.00,0.00,1,1,70.00,7.19,0.00,0.00,0.0
19,84903663,7.1,7.08,7.18,-0.15,-0.5,0.0,0.0,0.0,-1.07,-0.11,20.00,0.00,1,1,70.00,7.18,0.00,0.00,0.0
20,84923665,7.3,7.28,7.19,0.16,-3.3,-2.7,0.0,0.0,1.18,0.10,21.00,0.00,1,1,70.00,7.19,0.00,0.00,0.0
21,84943663,7.3,7.28,7.19,0.07,0.4,1.0,0.0,0.0,0.95,0.09,22.00,0.00,1,1,70.00,7.19,0.00,0.00,0.0
22,84963661,7.3,7.28,7.19,0.00,-0.3,0.2,0.0,0.0,0.75,0.09,23.00,0.00,1,1,70.00,7.22,0.00,0.00,0.0
23,84983664,7.1,7.08,7.19,-0.07,4.7,5.3,0.0,0.0,-1.43,-0.11,24.00,0.00,1,1,70.00,7.19,0.00,0.00,0.0
24,85003670,7.1,7.08,7.18,-0.03,9.0,9.6,0.0,0.0,-1.19,-0.11,25.00,0.00,1,1,70.00,7.18,0.00,0.00,0.0
25,85023671,7.3,7.27,7.19,0.17,-1.2,-0.6,0.0,0.0,1.00,0.08,26.00,0.00,1,1,70.00,7.19,0.00,0.00,0.0
26,85043673,7.1,7.07,7.18,-0.11,-2.9,-2.3,0.0,0.0,-1.22,-0.11,27.00,0.00,1,1,70.00,7.18,0.00,0.00,0.0
27,85063675,7.3,7.27,7.19,0.12,-3.4,-2.8,0.0,0.0,1.01,0.08,28.00,0.00,1,1,70.00,7.19,0.00,0.00,0.0
28,85083669,7.1,7.07,7.18,-0.11,-8.8,-8.3,0.0,0.0,-1.16,-0.11,29.00,0.00,1,1,70.00,7.18,0.00,0.00,0.0
29,85103673,7.3,7.27,7.19,0.12,-14.4,-13.8,0.0,0.0,1.09,0.09,30.00,0.00,1,1,70.00,7.19,0.00,0.00,0.0
30,85123675,7.1,7.08,7.18,-0.10,-0.3,0.2,0.0,0.0,-1.08,-0.10,30.40,0.00,1,1,70.00,7.18,0.00,0.00,0.0
31,85143676,7.3,7.28,7.18,0.11,-1.4,-0.9,0.0,0.0,1.16,0.09,30.37,0.00,1,1,70.00,7.18,0.00,0.00,0.0
32,85163675,7.1,7.08,7.18,-0.10,1.1,1.7,0.0,0.0,-1.06,-0.10,30.40,0.00,1,1,70.00,7.18,0.00,0.00,0.0
33,85183679,7.3,7.28,7.18,0.10,4.2,4.8,0.0,0.0,1.15,0.10,30.37,0.00,1,1,70.00,7.18,0.00,0.00,0.0
34,85203681,7.1,7.08,1.09,-0.10,30.40,0.00,1,1,70.00,7.18,0.00,0.00,0.0
35,85223680,7.3,7.28,7.18,0.09,7.4,8.0,0.0,0.0,1.11,0.09,30.37,0.00,1,1,70.00,7.18,0.00,0.00,0.0
36,85243679,7.1,7.08,7.18,-0.09,17.3,17.9,0.0,0.0,-1.13,-0.10,30.40,0.00,1,1,70.00,7.18,0.00,0.00,0.0
37,85263684,7.3,7.27,7.18,0.09,-0.2,0.3,0.0,0.0,1.07,0.09,30.37,0.00,1,1,70.00,7.18,0.00,0.00,0.0
38,85283686,7.1,7.07,7.18,-0.09,5.8,6.3,0.0,0.0,-1.14,-0.10,30.40,0.00,1,1,70.00,7.18,0.00,0.00,0.0
39,85303685,7.3,7.27,7.18,0.08,-7.4,-6.8,0.0,0.0,1.08,0.09,30.37,0.00,1,1,70.00,7.18,0.00,0.00,0.0
40,85323687,7.1,7.07,7.18,-0.08,14.6,15.2,0.0,0.0,-1.12,-0.10,30.40,0.00,1,1,70.00,7.18,0.00,0.00,0.0
41,85343689,7.3,7.28,7.18,0.08,-5.9,-5.3,0.0,0.0,1.11,0.09,30.37,0.00,1,1,70.00,7.18,0.00,0.00,0.0
42,85363689,7.1,7.08,7.18,-0.08,2.3,2.9,0.0,0.0,-1.09,-0.10,30.40,0.00,1,1,70.00,7.18,0.00,0.00,0.0
43,85383693,7.3,7.28,7.18,0.08,-21.1,-20.5,0.0,0.0,1.13,0.09,30.37,0.00,1,1,70.00,7.18,0.00,0.00,0.0
44,85403693,7.0,6.98,7.18,-0.13,5.1,5.7,0.0,0.0,-2.08,-0.20,30.41,0.00,1,1,70.00,7.18,0.00,0.00,0.0
45,85423691,7.3,7.28,7.18,0.10,-5.7,-5.1,0.0,0.0,1.33,0.10,30.37,0.00,1,1,70.00,7.18,0.00,0.00,0.0
46,85443696,7.0,6.98,7.18,-0.11,70.6,71.2,0.0,0.0,-1.94,-0.20,30.41,0.00,1,1,70.00,7.18,0.00,0.00,0.0
47,85463681,7.2,7.18,7.18,0.63,262.6,263.2,217.0,43.4,0.44,0.00,30.29,0.00,1,1,70.00,7.18,0.00,0.00,0.0
48,85483686,6.9,6.88,7.17,0.90,142.8,143.4,206.2,41.2,-2.65,-0.32,30.25,0.00,1,1,70.00,7.17,0.00,0.00,0.0
49,85503699,7.3,7.28,7.22,2.32,219.3,219.9,208.9,41.7,1.88,0.08,30.02,0.00,1,1,70.00,7.22,0.00,0.00,0.0
50,85523700,7.1,7.08,7.24,2.31,32.1,32.7,95.3,19.0,-0.48,-0.19,30.02,0.00,1,1,70.00,7.24,0.00,0.00,0.0
51,85543703,7.3,7.28,7.30,2.90,136.1,136.7,94.4,18.8,1.59,0.00,29.93,0.00,1,1,70.00,7.30,0.00,0.00,0.0
52,85563703,7.1,7.08,7.29,2.37,85.7,86.3,132.0,26.4,-0.71,-0.28,30.01,0.00,1,1,70.00,7.29,0.00,0.00,0.0
53,85583701,7.3,7.29,7.34,2.90,17.3,17.8,30.7,6.1,1.49,-0.05,29.93,0.00,1,1,70.00,7.34,0.00,0.00,0.0
54,85603706,7.1,7.10,7.32,2.05,48.9,49.5,68.9,13.7,-0.68,-0.30,30.06,0.00,1,1,70.00,7.32,0.00,0.00,0.0
55,85623704,7.4,7.41,7.41,3.07,27.1,27.6,37.1,7.4,2.54,0.04,29.90,0.00,1,1,70.00,7.41,0.00,0.00,0.0
56,85643707,7.2,7.21,7.39,2.19,-4.5,-3.9,11.4,2.2,0.05,-0.26,30.04,0.00,1,1,70.00,7.39,0.00,0.00,0.0
57,85663706,7.5,7.51,7.49,3.08,11.4,12.0,1.7,0.3,3.05,0.07,29.90,0.00,1,1,70.00,7.49,0.00,0.00,0.0
58,85683710,7.3,7.32,7.47,2.21,17.5,18.0,19.1,3.8,0.52,-0.23,30.04,0.00,1,1,70.00,7.47,0.00,0.00,0.0
59,85703710,7.6,7.63,7.58,3.23,3.9,4.5,13.5,2.7,3.50,0.10,29.88,0.00,1,1,70.00,7.58,0.00,0.00,0.0
60,85723714,7.5,7.53,7.61,2.78,4.6,5.2,0.0,0.0,1.82,-0.11,29.95,0.00,1,1,70.00,7.61,0.00,0.00,0.0
61,85743714,7.8,7.83,7.74,3.81,13.6,14.2,-3.4,-0.6,4.46,0.16,29.79,0.00,1,1,70.00,7.74,0.00,0.00,0.0
62,85763714,7.6,7.64,7.74,2.90,-20.4,-19.8,1.6,0.3,1.65,-0.18,29.93,0.00,1,1,70.00,7.74,0.00,0.00,0.0
63,85783718,8.0,8.04,7.91,4.37,90.4,91.0,70.1,14.0,5.39,0.24,29.70,0.00,1,1,70.00,7.91,0.00,0.00,0.0
64,85803718,7.8,7.85,7.93,3.57,-11.0,-10.4,3.0,0.6,2.34,-0.15,29.82,0.00,1,1,70.00,7.93,0.00,0.00,0.0
65,85823718,8.1,8.16,8.06,4.44,9.2,9.8,7.5,1.5,4.99,0.16,29.69,0.00,1,1,70.00,8.06,0.00,0.00,0.0
66,85843722,8.0,8.07,8.11,3.87,-29.7,-29.1,-9.3,-1.8,3.09,-0.08,29.78,0.00,1,1,70.00,8.11,0.00,0.00,0.0
67,85863724,8.3,8.38,8.27,4.82,17.0,17.6,6.7,1.3,5.62,0.19,29.63,0.00,1,1,70.00,8.27,0.00,0.00,0.0
68,85883722,8.1,8.20,8.28,3.86,183.6,184.1,77.4,15.4,2.64,-0.16,29.78,0.00,1,1,70.00,8.28,0.00,0.00,0.0
69,85903710,8.5,8.60,8.46,5.76,370.1,370.7,300.2,60.0,6.13,0.23,29.48,0.00,1,1,70.00,8.46,0.00,0.00,0.0
70,85923723,8.5,8.60,8.58,6.94,103.3,103.9,252.5,50.5,4.85,0.23,28.48,0.00,1,1,70.00,8.21,0.00,0.00,0.0
71,85943729,8.6,8.68,8.70,7.05,-9.1,-8.5,34.7,6.9,4.71,-0.05,29.28,0.00,1,1,70.00,8.70,0.00,0.00,0.0
72,85963724,8.6,8.68,8.84,7.07,-25.2,-24.6,-10.3,-2.0,3.80,-0.05,28.28,0.00,1,1,70.00,8.38,0.00,0.00,0.0
73,85983728,8.8,8.89,8.95,6.70,-10.0,-9.4,-9.0,-1.8,5.16,-0.09,29.28,0.00,1,1,70.00,8.95,0.00,0.00,0.0
74,86003725,8.8,8.90,9.08,6.85,189.6,190.2,107.7,21.5,4.19,-0.09,28.28,0.00,1,1,70.00,8.56,0.00,0.00,0.0
75,86023731,8.9,9.00,9.14,6.45,-21.9,-21.3,37.9,7.5,4.34,-0.22,29.28,0.00,1,1,70.00,9.14,0.00,0.00,0.0
76,86043731,8.9,9.00,9.27,6.41,-40.6,-40.0,-29.6,-5.9,3.47,-0.22,28.28,0.00,1,1,70.00,8.72,0.00,0.00,0.0
77,86063734,9.1,9.20,9.33,5.84,-23.5,-23.0,-32.5,-6.5,4.79,-0.19,29.28,0.00,1,1,70.00,9.33,0.00,0.00,0.0
78,86083728,9.1,9.20,9.45,5.75,2.8,3.4,-14.8,-2.9,3.84,-0.19,28.28,0.00,1,1,70.00,8.89,0.00,0.00,0.0
79,86103736,9.2,9.30,9.48,5.33,98.4,99.0,89.9,17.9,4.08,-0.26,29.28,0.00,1,1,70.00,9.48,0.00,0.00,0.0
80,86123733,9.2,9.30,9.59,5.67,3.8,4.4,57.6,11.5,3.23,-0.26,28.28,0.00,1,1,70.00,9.04,0.00,0.00,0.0
81,86143738,9.2,9.29,9.55,4.59,-30.4,-29.8,-25.4,-5.0,2.47,-0.41,29.28,0.00,1,1,70.00,9.55,0.00,0.00,0.0
82,86163742,8.9,8.99,9.36,1.84,-26.4,-25.8,-15.1,-3.0,-1.00,-0.65,30.10,0.00,1,1,70.00,9.36,0.00,0.00,0.0
83,86183729,9.2,9.29,9.42,2.43,153.8,154.4,63.3,12.6,2.18,-0.10,30.00,0.00,1,1,70.00,9.42,0.00,0.00,0.0
84,86203743,8.9,8.98,9.28,1.10,42.4,43.0,105.7,21.1,-1.34,-0.49,30.21,0.00,1,1,70.00,9.28,0.00,0.00,0.0
85,86223742,9.1,9.17,9.30,1.45,1.5,2.1,10.7,2.1,0.81,-0.14,30.16,0.00,1,1,70.00,9.30,0.00,0.00,0.0
86,86243745,8.9,8.96,9.21,0.34,-15.0,-14.4,2.1,0.4,-1.38,-0.36,30.33,0.00,1,1,70.00,9.21,0.00,0.00,0.0
87,86263748,9.1,9.16,9.25,0.92,21.3,21.8,13.6,2.7,0.90,-0.05,30.24,0.00,1,1,70.00,9.25,0.00,0.00,0.0
88,86283746,8.8,8.87,9.14,-0.41,19.3,19.9,14.9,2.9,-2.23,-0.39,30.45,0.00,1,1,70.00,9.14,0.00,0.00,0.0
89,86303748,9.0,9.07,9.15,0.17,21.5,22.1,13.4,2.6,0.27,-0.05,30.36,0.00,1,1,70.00,9.15,0.00,0.00,0.0
90,86323751,8.8,8.89,9.08,-0.50,5.7,6.3,22.5,4.5,-1.68,-0.27,30.47,0.00,1,1,70.00,9.08,0.00,0.00,0.0
91,86343751,9.0,9.10,9.12,0.33,5.7,6.3,6.2,1.2,0.77,0.02,30.33,0.00,1,1,70.00,9.12,0.00,0.00,0.0
92,86363753,8.7,8.81,9.02,-0.69,65.8,66.4,73.4,14.6,-2.26,-0.31,30.50,0.00,1,1,70.00,9.02,0.00,0.00,0.0
93,86383752,8.9,9.01,9.04,0.10,9.3,9.9,28.2,5.6,0.22,0.00,30.37,0.00,1,1,70.00,9.04,0.00,0.00,0.0
94,86403755,8.7,8.82,8.97,-0.60,13.2,13.8,14.8,2.9,-1.77,-0.22,30.48,0.00,1,1,70.00,8.97,0.00,0.00,0.0
95,86423744,9.0,9.12,9.05,0.77,172.3,172.8,90.7,18.1,1.59,0.15,30.27,0.00,1,1,70.00,9.05,0.00,0.00,0.0
96,86443759,8.8,8.91,9.01,0.64,61.3,61.9,132.6,26.5,-0.77,-0.15,30.29,0.00,1,1,70.00,9.01,0.00,0.00,0.0
97,86463758,9.0,9.11,9.07,1.47,7.2,7.8,27.4,5.4,1.31,0.08,30.16,0.00,1,1,70.00,9.07,0.00,0.00,0.0
98,86483762,8.8,8.90,9.02,0.57,0.3,0.9,15.7,3.1,-1.01,-0.19,30.30,0.00,1,1,70.00,9.02,0.00,0.00,0.0
99,86503761,8.9,9.00,9.03,0.66,74.4,74.9,21.1,4.2,0.14,-0.03,30.28,0.00,1,1,70.00,9.03,0.00,0.00,0.0
100,86523765,9.2,9.30,9.15,2.37,41.0,41.6,79.0,15.8,3.12,0.25,30.01,0.00,1,1,70.00,9.15,0.00,0.00,0.0
101,86543765,9.0,9.10,9.15,1.82,23.5,24.0,23.5,4.7,0.56,-0.09,30.10,0.00,1,1,70.00,9.15,0.00,0.00,0.0
102,86563765,9.4,9.51,9.32,3.48,3.6,4.1,16.1,3.2,4.53,0.32,29.84,0.00,1,1,70.00,9.32,0.00,0.00,0.0
103,86583768,9.2,9.32,9.34,2.79,8.1,8.7,5.0,1.0,1.72,-0.06,29.95,0.00,1,1,70.00,9.34,0.00,0.00,0.0
104,86603770,9.5,9.64,9.48,3.86,2.6,3.2,9.4,1.8,4.53,0.24,29.78,0.00,1,1,70.00,9.48,0.00,0.00,0.0
105,86623770,9.3,9.45,9.49,2.95,6.7,7.3,8.8,1.7,1.75,-0.10,29.92,0.00,1,1,70.00,9.49,0.00,0.00,0.0
106,86643769,9.7,9.86,9.67,4.37,-22.3,-21.7,-10.4,-2.0,5.52,0.30,29.70,0.00,1,1,70.00,9.67,0.00,0.00,0.0
107,86663771,9.5,9.67,9.70,3.46,0.1,0.7,-7.8,-1.5,2.50,-0.08,29.84,0.00,1,1,70.00,9.70,0.00,0.00,0.0
108,86683774,9.8,9.98,9.84,4.28,-26.9,-26.3,-22.1,-4.4,5.07,0.21,29.71,0.00,1,1,70.00,9.84,0.00,0.00,0.0
109,86703760,9.7,9.89,9.89,3.64,38.4,39.0,-4.2,-0.8,3.14,-0.03,29.81,0.00,1,1,70.00,9.89,0.00,0.00,0.0
110,86723778,10.0,10.20,10.05,4.91,136.7,137.3,128.4,25.6,5.61,0.22,30.01,3.00,1,1,70.00,10.11,2.99,0.02,0.0
111,86743775,9.8,10.00,10.07,4.07,-20.1,-19.6,26.8,5.3,2.57,-0.14,30.15,3.00,1,1,70.00,10.17,2.99,0.03,0.0
112,86763778,10.1,10.31,10.21,4.76,-12.9,-12.4,-11.5,-2.3,5.14,0.16,30.05,3.00,1,1,70.00,10.23,3.00,0.00,0.0
113,86783778,10.0,10.21,10.25,4.03,-3.3,-2.7,-7.5,-1.5,3.14,-0.08,30.17,3.00,1,1,70.00,10.29,3.00,0.01,0.0
114,86803782,10.3,10.51,10.40,4.85,-6.5,-6.0,1.4,0.2,5.47,0.17,30.05,2.98,1,1,70.00,10.35,3.00,-0.01,0.0
115,86823781,10.1,10.30,10.41,3.66,11.3,11.8,7.6,1.5,2.31,-0.19,30.25,2.99,1,1,70.00,10.41,3.00,0.00,0.0
116,86843785,10.5,10.70,10.57,5.05,209.1,209.6,160.8,32.1,5.76,0.21,30.04,2.96,1,1,70.00,10.47,2.99,-0.03,0.0
117,86863786,10.3,10.48,10.58,4.25,3.9,4.4,58.8,11.7,2.43,-0.19,30.18,2.98,1,1,70.00,10.53,3.00,-0.01,0.0
118,86883786,10.6,10.77,10.71,4.88,8.3,8.9,11.8,2.3,4.85,0.10,30.08,2.95,1,1,70.00,10.59,3.00,-0.04,0.0
119,86903787,10.5,10.67,10.75,4.14,5.5,6.1,12.1,2.4,2.88,-0.13,30.21,2.96,1,1,70.00,10.65,2.99,-0.03,0.0
120,86923788,10.8,10.97,10.89,5.12,137.5,138.1,112.8,22.5,5.32,0.14,30.06,2.93,1,1,70.00,10.71,3.00,-0.06,0.0
121,86943791,10.6,10.77,10.90,4.12,8.5,9.1,30.3,6.0,2.23,-0.22,30.23,2.95,1,1,70.00,10.77,3.00,-0.04,0.0
122,86963790,11.0,11.18,11.07,5.33,33.8,34.4,26.5,5.3,5.86,0.19,30.05,2.91,1,1,70.00,10.83,3.00,-0.08,0.0
123,86983793,10.8,10.98,11.09,4.30,-5.5,-4.9,8.6,1.7,2.72,-0.19,30.22,2.92,1,1,70.00,10.89,3.00,-0.07,0.0
124,87003794,11.2,11.38,11.26,5.47,18.4,19.0,14.4,2.8,6.15,0.20,30.04,2.88,1,1,70.00,10.95,3.00,-0.11,0.0
