time_s,height_cm,truth_height_cm,logged_vz,truth_vz,replay_z,replay_vz
4.402284,15.890000,15.982176,4.440000,1.713833,16.000199,2.883583
4.428287,16.200000,16.030927,4.490000,1.299912,16.136599,4.038836
4.454285,16.010000,16.043076,3.940000,0.851930,16.148396,2.713157
4.480290,16.020000,16.059690,3.430000,0.350179,16.154268,1.929576
4.506293,16.230000,16.075765,3.350000,-0.045212,16.235044,2.613030
4.532291,16.040000,16.061525,2.800000,-0.358930,16.209052,1.326612
4.558295,16.040000,16.045341,2.350000,-0.745653,16.185968,0.695085
4.584293,16.150000,16.031621,2.190000,-1.127291,16.208783,1.051658
4.610297,15.950000,15.996959,1.640000,-1.315454,16.141393,-0.183965
4.636295,15.960000,15.966268,1.160000,-1.638591,16.095925,-0.523430
4.662297,16.060000,15.925508,1.120000,-1.733859,16.101386,0.206427
4.688301,15.770000,15.874968,1.020000,-1.873262,15.990287,-1.217279
4.714305,15.680000,15.834281,0.590000,-2.010474,15.879306,-2.035741
4.740307,15.880000,15.791781,0.470000,-1.878350,15.882572,-0.799746
4.766310,15.580000,15.731142,-0.150000,-1.815363,15.766614,-2.004425
4.792309,15.780000,15.687024,-0.070000,-1.920839,15.767439,-0.900678
4.818310,15.680000,15.642373,-0.210000,-1.713883,15.729461,-0.971063
4.844314,15.470000,15.590025,-0.700000,-1.568424,15.621901,-2.068224
4.870313,15.560000,15.545906,-0.750000,-1.662260,15.585755,-1.573819
4.896314,15.550000,15.506244,-0.690000,-1.457080,15.558927,-1.107161
4.922300,15.440000,15.462787,-0.540000,-1.344489,15.500343,-1.354983
4.948315,15.430000,15.441006,-0.280000,-1.219487,15.459649,-1.069619
4.974320,15.430000,15.406129,0.130000,-1.096864,15.436687,-0.731279
5.000322,15.330000,15.366066,-0.010000,-1.138365,15.385308,-1.023564
5.026324,15.430000,15.345178,0.030000,-1.219024,15.392927,-0.325076
5.052326,15.340000,15.319443,-0.140000,-1.055866,15.365058,-0.521469
5.078325,15.140000,15.278930,-0.590000,-0.964617,15.269453,-1.632325
5.104328,15.330000,15.261009,-0.460000,-0.965436,15.281708,-0.597400
5.130328,15.320000,15.234099,-0.360000,-0.712236,15.288125,-0.190183
5.156330,15.120000,15.218914,-0.680000,-0.685612,15.215393,-1.179119
5.182332,15.220000,15.202672,-0.650000,-0.653559,15.207117,-0.727532
5.208334,15.340000,15.189952,-0.380000,-0.368185,15.250283,0.249291
5.234338,15.140000,15.182100,-0.550000,-0.183851,15.201905,-0.608931
5.260337,15.250000,15.175549,-0.370000,-0.022304,15.213738,-0.124102
5.286342,15.040000,15.178968,-0.620000,0.275762,15.140269,-1.148644
5.312342,15.130000,15.189834,-0.490000,0.605102,15.127350,-0.741483
5.338346,15.330000,15.205112,0.030000,1.001690,15.199085,0.680727
5.390346,15.180000,15.279739,-0.070000,2.324270,15.220499,0.637547
5.416345,15.400000,15.367392,0.380000,4.290695,15.319210,1.934137
