time_s,height_cm,truth_height_cm,logged_vz,truth_vz,replay_z,replay_vz
6.080389,22.440000,22.262063,8.810000,7.723327,22.273443,9.365025
6.100392,22.340000,22.411984,7.870000,7.515936,22.391598,7.936188
6.120392,22.730000,22.558581,8.660000,6.987176,22.615235,9.009490
6.140394,22.610000,22.690004,7.460000,6.781220,22.708479,7.327192
6.160395,23.000000,22.823168,8.100000,6.186272,22.915176,8.378441
6.180398,22.980000,22.941776,7.360000,5.928699,23.035489,7.435364
6.200393,22.980000,23.071198,7.220000,5.471680,23.107612,6.084164
6.220397,23.190000,23.173222,6.690000,5.191509,23.229576,6.202391
6.240397,23.200000,23.289602,6.640000,4.921176,23.305842,5.460526
6.260403,23.430000,23.385472,6.360000,4.834534,23.438296,6.016269
6.280398,23.430000,23.493910,6.340000,4.681440,23.517914,5.379502
6.300403,23.610000,23.577154,5.990000,4.528962,23.633665,5.640527
6.320400,23.600000,23.674147,5.900000,4.459187,23.698993,4.866506
6.340408,23.750000,23.745219,5.350000,4.326295,23.793898,4.928815
6.360404,23.740000,23.837059,5.190000,4.095936,23.845655,4.176967
6.380409,23.930000,23.899158,4.820000,3.884184,23.947304,4.619856
6.400404,23.930000,23.976753,4.700000,3.506657,24.007639,4.114244
6.420411,24.130000,24.026120,4.620000,3.203338,24.119299,4.717339
6.440409,24.140000,24.093490,4.550000,2.757368,24.190598,4.341269
6.460413,24.150000,24.137258,3.990000,2.176416,24.236258,3.687885
6.480415,24.340000,24.184011,4.520000,2.024160,24.335197,4.251895
6.500416,24.230000,24.217642,3.560000,1.561255,24.352265,3.118797
6.520419,24.320000,24.242120,3.320000,1.296252,24.394170,2.915932
6.540419,24.210000,24.276383,2.290000,1.081674,24.374201,1.706149
6.560420,24.410000,24.303035,2.720000,1.027694,24.434628,2.416316
6.580420,24.210000,24.342481,1.630000,1.104827,24.391815,0.987028
6.600423,24.430000,24.369074,2.200000,1.209042,24.445759,1.867340
6.620425,24.240000,24.408246,1.270000,1.469509,24.403179,0.636881
6.640426,24.440000,24.434675,1.860000,1.734736,24.450052,1.500796
6.660426,24.340000,24.477194,1.410000,2.087586,24.438442,0.930658
6.680430,24.530000,24.509897,2.100000,2.390875,24.502194,1.910806
6.700431,24.420000,24.565438,1.550000,2.765163,24.498455,1.236882
6.720431,24.700000,24.611955,2.550000,2.932264,24.602793,2.730349
6.740434,24.490000,24.665378,1.580000,3.214145,24.586879,1.440176
6.760431,24.790000,24.716024,2.550000,2.996435,24.691495,2.835653
6.780435,24.890000,24.775933,3.150000,3.109926,24.796368,3.596146
6.800433,24.890000,24.826881,3.100000,2.831888,24.863164,3.365030
6.820438,24.990000,24.889904,3.310000,3.002885,24.944232,3.505206
6.840438,24.900000,24.947861,2.460000,2.639767,24.960440,2.453783
6.860441,25.090000,25.005591,2.920000,2.711723,25.043002,3.042069
6.880440,24.990000,25.057494,2.240000,2.279109,25.055557,2.147020
6.900443,25.190000,25.108677,2.770000,2.332684,25.139386,2.905929
6.920444,25.090000,25.151175,2.200000,1.966408,25.152731,2.095020
6.940443,25.280000,25.197032,2.770000,2.045378,25.233275,2.820438
6.960446,25.090000,25.238722,1.690000,1.832717,25.209580,1.399478
6.980447,25.290000,25.276437,2.200000,1.987036,25.269872,2.106581
7.000449,25.200000,25.316806,1.770000,1.796720,25.271848,1.454975
7.020448,25.510000,25.349077,2.930000,2.109286,25.391627,3.138106
7.040453,25.310000,25.385077,2.070000,2.096665,25.389756,1.932623
7.060449,25.620000,25.433732,3.070000,2.191837,25.507545,3.360937
7.080453,25.320000,25.472603,1.640000,2.171739,25.465658,1.352027
7.100453,25.620000,25.525034,2.430000,2.248847,25.553384,2.516326
7.120459,25.420000,25.562992,1.500000,2.327323,25.530384,1.219401
7.140458,25.730000,25.620038,2.540000,2.435369,25.634070,2.719234
7.160457,25.530000,25.657848,1.740000,2.462782,25.621640,1.512269
7.180462,25.850000,25.716548,2.870000,2.523820,25.736384,3.096016
7.200462,25.660000,25.757825,2.180000,2.518672,25.735491,1.944552
7.220463,25.880000,25.825580,2.820000,2.641521,25.819258,2.797024
7.240464,25.800000,25.868845,2.390000,2.767106,25.840987,2.187442
7.260466,26.010000,25.931753,3.100000,2.950723,25.935389,3.116344
7.280465,25.920000,25.981142,2.570000,3.165513,25.960144,2.401854
7.300468,26.130000,26.057217,3.150000,3.254197,26.056363,3.261470
7.320466,26.040000,26.110426,2.600000,3.345478,26.082142,2.496218
7.340469,26.260000,26.192349,3.190000,3.320765,26.182727,3.390590
7.360456,26.170000,26.246378,2.680000,3.433415,26.211140,2.631945
7.380471,26.380000,26.331798,3.430000,3.571976,26.309559,3.482596
7.400472,26.270000,26.387193,2.920000,3.642681,26.329121,2.557628
7.420473,26.570000,26.469936,3.860000,3.661710,26.456750,3.942248
7.440473,26.470000,26.529456,3.330000,3.747889,26.498871,3.198371
7.460477,26.770000,26.617596,4.260000,3.775022,26.641133,4.542683
7.480476,26.570000,26.679672,3.180000,3.782830,26.653808,3.024298
7.500477,26.880000,26.761531,3.980000,3.824377,26.780661,4.198330
7.520481,26.790000,26.844934,3.430000,4.142080,26.825676,3.421624
7.540479,27.000000,26.934744,3.980000,4.211726,26.934422,4.127083
7.560481,26.910000,27.024645,3.380000,4.538827,26.967752,3.213130
7.580484,27.210000,27.115916,4.360000,4.531425,27.103797,4.507483
7.600484,27.110000,27.209019,3.760000,4.832487,27.150822,3.668681
7.620487,27.400000,27.304996,4.660000,4.816883,27.291922,4.863800
7.640489,27.200000,27.404050,3.550000,5.137526,27.303435,3.263086
7.660491,27.600000,27.510217,4.810000,5.242983,27.464042,5.002952
7.680493,27.510000,27.615609,4.380000,5.671940,27.530644,4.317589
7.700490,27.820000,27.727985,5.340000,5.699456,27.692132,5.614634
7.720493,27.730000,27.841245,4.730000,6.023965,27.759583,4.696812
7.740496,28.130000,27.967713,6.050000,6.007244,27.956529,6.467817
7.760494,28.140000,28.084654,5.960000,6.291630,28.085644,6.266661
7.780491,28.140000,28.212401,5.990000,6.247294,28.167212,5.370619
